Sr.No,GPU Name,Prices,link
135,LEGO® Star Wars™: The Skywalker Saga Deluxe Edition - PC [Online Game Code] and MSI Gaming GeForce RTX 3080 Ti Video Card RTX 3080 Ti GAMING TRIO 12G,1508,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493578
136,LEGO® Star Wars™: The Skywalker Saga Deluxe Edition - PC [Online Game Code] and MSI Ventus GeForce RTX 3080 Ti Video Card RTX 3080 Ti VENTUS 3X 12G,1508,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493583
137,Tiny Tina's Wonderlands [Epic Online Game Code] and MSI Gaming GeForce RTX 3080 Ti Video Card RTX 3080 Ti GAMING TRIO 12G,1511,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493534
138,Tiny Tina's Wonderlands [Epic Online Game Code] and MSI Ventus GeForce RTX 3080 Ti Video Card RTX 3080 Ti VENTUS 3X 12G,1511,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493539
139,ELDEN RING - PC [Steam Online Game Code] and MSI Gaming GeForce RTX 3080 Ti Video Card RTX 3080 Ti GAMING TRIO 12G,1524,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493954
140,ELDEN RING - PC [Steam Online Game Code] and MSI Ventus GeForce RTX 3080 Ti Video Card RTX 3080 Ti VENTUS 3X 12G,1524,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493959
141,ASUS ROG STRIX GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-LC-RTX3080TI-12G-GAMING,1704,https://www.newegg.com/asus-geforce-rtx-3080-ti-rog-strix-lc-rtx3080ti-12g-gaming/p/N82E16814126583?Item=N82E16814126583&Description=3080&cm_re=3080-_-14-126-583-_-Product
142,PC Game Pass - 3 Month Membership US [Digital Code] and ASUS ROG STRIX GeForce RTX 3080 Ti Video Card ROG-STRIX-LC-RTX3080TI-O12G-GAMING,1719,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493409
143,LEGO® Star Wars™: The Skywalker Saga Deluxe Edition - PC [Online Game Code] and ASUS ROG STRIX GeForce RTX 3080 Ti Video Card ROG-STRIX-LC-RTX3080TI-O12G-GAMING,1738,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493209
144,Tiny Tina's Wonderlands [Epic Online Game Code] and ASUS ROG STRIX GeForce RTX 3080 Ti Video Card ROG-STRIX-LC-RTX3080TI-O12G-GAMING,1741,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493109
145,ELDEN RING - PC [Steam Online Game Code] and ASUS ROG STRIX GeForce RTX 3080 Ti Video Card ROG-STRIX-LC-RTX3080TI-O12G-GAMING,1754,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4493873
146,PNY XLR8 GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card VCG3080T12TFXPPB,1899,https://www.newegg.com/pny-geforce-rtx-3080-ti-vcg3080t12tfxppb/p/N82E16814133823?Item=N82E16814133823&Description=3080&cm_re=3080-_-14-133-823-_-Product
