No,product Name,Price,Image link,Ratings
1,"        HP Pavilion 14 11th Gen Intel Core i5 14 inch(35.6 cm) Laptop, 8GB RAM/512GB SSD FHD IPS Micro-Edge Display/Iris Xe Graphics/Backlit KB/B&O Audio/Alexa/Windows 11 Home/Thin & Light/1.41kg, 14-dv1000TU       ","₹57,890.00",https://images-eu.ssl-images-amazon.com/images/I/41Xge2S2PWL._SX300_SY300_QL70_ML2_.jpg,225 ratings
